,education-num,capital-gain,capital-loss,age-range_encoded,workclass_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,singleormarried_encoded,working-hours-range_encoded,unitedstateorothers_encoded,income-per-year_encoded
15454,10,0,0,1,2,0,1,4,0,1,0,1,0
15455,9,0,0,2,2,2,0,4,1,0,1,1,1
15456,10,0,0,6,4,7,3,4,0,1,1,0,0
15457,9,0,0,0,2,11,3,2,0,1,0,1,0
15458,5,0,0,3,2,0,1,4,1,1,1,1,0
15459,10,0,0,0,2,0,1,4,1,1,1,1,0
15460,13,0,0,1,2,9,0,4,1,0,4,1,1
15461,13,0,0,3,1,9,1,4,0,1,0,1,0
15462,12,0,0,1,2,11,0,4,1,0,1,1,1
15463,9,0,0,1,2,6,4,2,0,1,1,1,0
15465,10,0,0,1,0,3,1,4,0,1,1,1,0
15466,10,0,1902,1,3,3,0,1,1,0,1,0,1
15467,13,0,0,1,2,9,1,4,1,1,1,1,1
15468,8,0,0,0,2,7,1,2,0,0,1,1,0
15469,9,0,0,3,2,6,0,4,1,0,1,1,0
15470,11,7298,0,2,2,3,5,4,0,0,0,1,1
15472,9,0,0,5,1,3,2,4,0,1,0,1,0
15473,7,0,0,0,2,13,3,4,1,1,1,1,0
15474,9,0,0,0,2,6,3,4,1,1,0,1,0
15477,10,0,0,4,2,9,0,4,1,0,1,1,1
15478,13,0,0,0,5,3,5,4,0,0,1,1,0
15479,5,0,0,3,2,7,4,2,0,1,1,1,0
15480,9,0,0,0,2,0,1,4,1,1,1,1,0
15481,10,0,1902,2,2,3,5,4,0,0,1,1,1
15482,9,0,0,1,2,6,1,4,1,1,1,1,0
15483,9,0,0,1,2,8,4,2,0,1,3,1,0
15485,15,0,0,3,4,9,0,4,1,0,1,1,0
15486,9,0,0,3,2,3,4,4,0,1,1,1,0
15487,13,0,0,2,2,9,0,4,1,0,1,1,1
15488,10,0,0,2,2,2,0,4,1,0,1,1,0
15489,13,0,1977,2,2,3,0,4,1,0,2,1,1
15490,9,0,0,2,2,6,1,4,1,1,1,1,0
15491,9,0,0,6,2,7,1,4,0,1,1,1,0
15492,9,0,0,2,4,4,0,4,1,0,1,1,0
15493,9,0,0,4,3,13,0,4,1,0,1,1,0
15494,15,0,0,3,2,9,0,4,1,0,1,1,1
15495,13,7688,0,1,2,9,0,4,1,0,1,1,1
15496,9,15831,0,4,2,0,1,4,0,1,3,0,1
15497,16,0,0,4,2,9,0,4,1,0,1,1,1
15498,4,0,0,3,1,7,4,2,0,1,1,1,0
15500,9,0,0,1,0,0,1,4,1,1,1,1,0
15501,6,0,0,1,2,7,4,2,0,1,0,1,0
15502,10,0,0,0,5,0,3,4,0,1,3,1,0
15503,9,0,0,3,2,0,5,2,0,0,1,1,0
15504,13,0,0,0,2,9,3,4,1,1,1,1,0
15505,9,0,0,1,2,4,0,4,1,0,0,1,0
15506,10,0,0,1,2,7,4,4,0,1,1,1,0
15507,9,0,0,2,2,11,0,4,1,0,1,1,1
15508,13,0,0,0,2,11,1,4,1,1,4,1,1
15509,9,0,0,0,2,2,0,4,1,0,1,1,0
15510,10,0,0,0,5,10,1,4,1,1,1,1,0
15511,10,0,0,6,2,0,1,4,0,1,0,1,0
15512,10,0,0,0,2,3,3,4,1,1,0,1,0
15513,9,0,0,1,0,2,0,4,1,0,1,1,1
15514,10,0,0,3,5,3,0,4,1,0,1,1,0
15515,13,15024,0,2,2,12,0,4,1,0,1,1,1
15516,10,0,0,4,2,0,4,4,0,1,0,1,0
15517,13,0,0,2,2,3,0,4,1,0,1,1,1
15518,7,0,0,0,2,7,0,4,1,0,1,1,0
15519,10,0,0,0,2,11,1,4,1,1,1,1,0
15520,9,0,0,0,2,3,3,4,0,1,1,1,0
15521,13,0,0,3,4,11,0,4,1,0,1,1,0
15522,9,0,0,0,2,2,3,4,1,1,1,1,0
15524,10,0,0,2,2,11,4,4,0,1,1,1,1
15525,13,0,1876,0,2,3,1,4,1,1,0,1,0
15526,9,0,0,0,2,5,0,4,1,0,1,1,0
15527,7,0,0,6,2,7,3,0,1,1,0,1,0
15529,9,0,0,2,4,3,0,4,1,0,0,1,0
15530,13,0,0,0,2,11,1,4,1,1,1,1,0
15531,10,0,0,2,2,7,3,4,1,1,1,1,0
15533,9,0,0,0,6,2,3,2,1,1,1,1,0
15534,9,0,0,0,2,7,4,4,0,1,4,1,0
15535,10,0,0,4,2,9,0,4,1,0,3,1,0
15536,10,0,0,0,2,3,1,2,1,1,1,0,0
15537,10,0,0,0,3,3,1,4,1,1,0,1,0
15538,9,0,0,2,2,3,5,4,0,0,1,1,1
15539,9,0,0,1,2,13,4,2,0,1,1,1,0
15540,6,0,0,3,4,2,1,4,1,1,0,1,0
15541,10,0,0,2,3,3,1,4,1,1,1,1,0
15543,13,15024,0,3,2,2,0,4,1,0,1,1,1
15544,10,0,0,0,2,3,3,2,1,1,1,1,0
15545,9,0,0,3,2,11,1,4,0,1,0,1,0
15546,14,0,0,3,3,11,0,4,1,0,1,1,1
15548,8,0,0,3,2,5,1,3,1,0,1,0,0
15549,9,0,0,3,2,6,0,2,1,0,1,1,0
15550,13,0,0,1,2,9,0,4,1,0,1,1,0
15551,14,0,0,2,2,3,0,4,1,0,1,1,1
15552,13,0,0,1,2,7,5,4,0,0,0,1,0
15553,15,0,0,2,2,3,0,4,1,0,1,1,1
15554,10,0,0,0,2,11,3,4,1,1,1,1,0
15555,9,0,0,1,2,7,0,4,1,0,2,1,1
15556,14,0,0,2,2,11,0,4,1,0,1,1,1
15557,5,0,0,1,2,4,5,4,0,0,1,1,0
15558,13,0,1887,2,2,9,0,4,1,0,1,1,1
15559,3,0,0,2,4,13,0,4,1,0,0,1,0
15560,9,0,0,3,2,2,0,2,1,0,1,0,0
15561,13,0,0,3,3,11,0,4,1,0,2,1,1
15562,13,0,1564,1,1,12,1,2,1,1,1,1,1
15563,13,0,0,0,2,0,3,4,0,1,0,1,0
15564,10,0,0,1,2,7,1,4,0,1,1,1,0
15565,9,0,0,2,3,11,0,4,1,0,1,1,1
15566,10,0,0,0,0,10,0,4,1,0,2,1,0
15567,7,0,0,4,5,7,4,4,0,1,0,1,1
15568,9,0,0,1,2,4,0,4,1,0,1,1,0
15569,9,0,0,0,2,12,3,2,1,0,1,1,0
15570,9,0,0,2,2,2,4,4,1,1,1,1,0
15571,10,0,0,3,0,3,0,4,1,0,1,1,0
15572,9,0,0,1,2,0,1,4,0,1,1,1,0
15573,4,0,0,1,2,13,0,4,1,0,1,1,0
15574,2,0,0,5,2,13,0,2,1,0,0,1,0
15575,10,0,0,2,2,11,0,4,1,0,1,1,0
15576,15,0,2174,5,4,9,0,4,1,0,1,1,1
15577,13,0,0,2,1,9,5,4,0,0,1,1,1
15578,7,0,0,1,2,2,0,4,1,0,1,1,0
15581,13,0,0,0,2,3,5,4,0,0,1,1,1
15582,10,0,0,6,2,0,1,4,0,1,3,1,0
15583,12,0,0,1,2,7,4,2,0,1,0,1,0
15585,10,0,880,3,0,0,4,4,0,1,1,1,0
15586,12,15024,0,2,2,9,5,2,0,0,1,1,1
15587,9,0,0,2,2,12,4,2,0,1,0,0,0
15588,9,0,0,4,3,2,1,4,1,1,1,1,0
15589,14,0,0,1,2,9,1,2,1,1,0,1,0
15590,13,0,0,1,2,3,0,4,1,0,1,1,1
15591,14,0,1977,2,1,9,5,4,0,0,0,1,1
15592,10,0,0,3,2,12,0,4,1,0,1,1,1
15593,5,0,0,3,2,6,4,2,1,0,2,0,0
15595,14,0,0,2,4,3,0,4,1,0,1,0,1
15597,12,0,0,1,2,6,1,4,0,1,1,1,0
15599,9,0,0,1,2,3,4,2,0,1,1,1,0
15600,13,0,0,3,4,7,1,4,0,1,0,1,0
15601,12,0,0,1,2,3,0,4,1,0,2,1,1
15602,13,0,0,1,2,9,1,4,1,1,1,1,0
15603,13,0,0,2,2,11,3,4,1,1,4,1,0
15604,13,99999,0,3,2,3,0,4,1,0,1,1,1
15605,6,0,0,1,4,6,1,4,1,1,1,1,0
15606,9,0,0,1,2,6,0,4,1,0,1,1,0
15607,9,0,0,0,2,0,4,4,0,1,1,1,0
15608,13,0,1564,0,2,9,3,4,0,1,1,1,1
15610,12,0,880,1,2,9,4,4,0,1,0,1,0
15611,9,0,0,0,2,11,1,4,1,1,1,1,0
15612,10,0,0,3,2,12,0,4,1,0,1,1,1
15614,10,0,0,2,2,2,3,4,1,1,1,1,0
15615,13,0,0,1,2,3,1,4,1,1,1,1,0
15617,10,0,0,2,2,8,4,4,0,1,0,1,0
15618,15,0,0,1,1,9,0,4,1,0,2,1,1
15619,13,0,0,2,2,11,0,2,1,0,1,1,1
15620,10,0,1672,2,2,7,0,4,1,0,1,1,0
15621,9,0,0,2,2,3,0,4,1,0,1,1,1
15622,9,3464,0,3,2,11,0,4,1,0,1,1,0
15623,10,0,0,1,2,3,1,4,0,1,3,1,0
15624,13,0,0,0,2,7,4,3,0,1,1,1,0
15625,9,0,2267,4,1,2,0,4,1,0,1,1,0
15626,15,0,0,3,2,9,1,4,1,1,1,1,0
15627,13,0,0,4,2,3,0,4,1,0,1,1,1
15628,6,0,0,0,2,2,1,4,1,1,1,0,0
15629,13,0,0,0,2,11,0,4,1,0,1,1,1
15630,13,0,1887,0,2,6,0,4,1,0,2,1,1
15631,9,0,0,2,5,3,0,4,1,0,1,1,1
15632,11,0,0,4,2,2,0,4,1,0,1,1,1
15633,14,0,0,3,2,9,0,4,1,0,1,1,1
15634,10,0,0,0,2,2,0,4,1,0,1,1,0
15635,9,0,0,2,2,2,1,4,0,1,1,1,0
15636,10,0,0,3,2,2,0,4,1,0,1,1,1
15637,10,0,0,2,2,2,0,2,1,0,1,1,0
15638,15,0,0,1,2,3,1,4,1,1,1,1,0
15639,10,0,0,0,2,0,3,4,1,1,0,1,0
15640,9,0,0,0,2,5,0,2,1,0,2,1,0
15641,15,0,0,3,4,4,0,4,1,0,0,1,0
15642,9,0,0,1,2,6,0,4,1,0,1,1,1
15644,14,0,0,1,2,3,0,1,1,0,2,0,1
15645,10,0,0,1,2,5,3,4,1,1,1,1,0
15646,9,0,0,1,2,2,1,2,0,1,1,1,0
15647,11,0,0,2,2,2,4,4,1,1,1,1,1
15648,10,0,0,0,4,11,0,4,1,0,1,1,0
15649,11,0,0,1,0,0,1,2,1,1,1,1,0
15650,10,0,0,4,4,13,1,4,0,1,0,1,0
15651,13,0,0,2,2,2,0,4,1,0,2,1,1
15652,9,0,0,3,2,9,0,4,1,0,1,1,0
15653,9,0,0,1,2,0,3,4,0,1,1,1,0
15654,13,7298,0,3,2,3,0,4,1,0,1,1,1
15655,11,0,0,1,2,11,0,4,1,0,1,1,0
15656,13,0,0,0,2,11,0,4,1,0,1,1,0
15657,9,0,0,0,2,7,4,4,0,1,0,1,0
15658,10,0,0,1,0,0,0,4,1,0,1,1,0
15659,13,0,0,0,1,10,1,4,1,1,1,1,0
15660,10,0,0,3,3,3,1,4,1,1,2,1,1
15661,13,0,0,3,2,4,1,4,1,1,1,1,0
15662,9,0,0,7,2,7,1,4,0,1,3,1,0
15663,10,0,0,1,0,7,1,4,0,1,3,1,0
15664,15,15024,0,2,0,9,0,4,1,0,1,1,1
15665,9,0,0,1,2,11,1,4,0,1,0,1,0
15666,13,0,0,1,2,9,0,4,1,0,1,0,1
15667,9,0,0,4,2,8,1,4,0,1,3,1,0
15668,14,0,0,4,0,0,0,4,1,0,1,0,1
15669,13,0,1887,1,2,3,0,2,1,0,1,1,1
15670,13,0,0,1,2,2,0,4,1,0,1,1,1
15671,9,2829,0,1,2,6,0,4,1,0,1,1,0
15673,13,0,0,0,2,12,3,4,0,1,1,1,0
15675,10,0,0,1,2,0,3,4,0,1,1,1,0
15676,9,0,0,0,2,5,2,4,1,1,1,1,0
15677,9,0,0,2,2,3,5,4,0,0,1,1,0
15679,14,0,0,2,1,9,0,4,1,0,1,1,1
15680,10,0,0,0,2,11,3,4,1,1,1,1,0
15681,9,0,0,3,2,2,0,4,1,0,1,0,0
15682,9,0,0,0,2,4,1,4,1,1,1,1,0
15683,10,0,0,2,1,0,4,4,0,1,1,1,0
15684,9,0,1876,4,4,7,1,2,1,1,1,1,0
15686,9,0,0,3,2,6,0,4,1,0,1,1,0
15687,9,0,0,1,2,2,2,4,1,0,1,1,0
15688,12,0,0,2,4,2,1,4,1,1,1,1,0
15689,11,0,0,2,2,3,0,4,1,0,1,1,1
15690,9,0,0,3,2,7,1,2,1,1,1,1,0
15691,14,0,1902,2,2,9,0,4,1,0,1,1,1
15693,9,2414,0,4,4,4,0,4,1,0,1,1,0
15694,10,0,0,1,2,7,1,4,1,1,0,1,0
15695,9,4416,0,0,6,5,3,4,1,1,1,1,0
15697,9,0,0,0,2,6,1,4,1,1,1,1,0
15698,14,0,0,1,2,9,0,1,1,0,1,0,0
15699,9,0,0,3,2,2,1,4,1,1,1,1,0
15700,9,0,0,1,2,7,0,4,1,0,1,1,0
15701,10,0,0,1,2,3,0,4,1,0,1,1,0
15702,9,0,1721,6,2,11,1,4,0,1,1,1,0
15703,6,0,1590,1,2,6,1,2,1,1,1,1,0
15704,13,0,0,0,2,3,1,4,0,1,1,1,0
15705,10,0,0,0,4,2,1,4,1,1,0,1,0
15706,14,0,1876,3,4,11,1,4,1,1,2,1,0
15707,9,0,0,1,4,2,0,4,1,0,1,1,0
15708,16,0,0,2,3,9,0,2,1,0,2,1,1
15709,9,0,0,2,4,3,0,4,1,0,4,1,0
15710,7,0,0,1,4,2,1,4,1,1,1,1,1
15711,9,0,0,0,2,2,1,4,1,1,1,1,0
15712,13,0,0,0,2,0,1,4,1,1,1,1,1
15713,13,0,0,1,3,3,1,4,1,1,1,1,0
15714,12,0,0,1,2,7,0,4,1,0,1,0,0
15715,9,0,0,1,2,2,0,4,1,0,1,1,0
15716,10,0,0,2,2,11,4,4,0,1,1,1,0
15717,9,0,0,1,2,6,4,4,0,1,0,1,0
15718,9,0,0,4,2,3,0,4,1,0,1,1,1
15719,9,0,0,3,4,7,0,4,1,0,1,1,0
15720,9,0,0,2,4,2,1,4,1,0,1,1,0
15721,9,0,0,2,2,9,5,4,0,0,3,1,0
15722,9,0,0,3,2,2,0,4,1,0,1,1,0
15723,9,0,0,1,2,6,4,4,1,1,1,1,0
15724,9,0,0,2,2,11,1,4,0,1,0,1,0
15725,9,0,0,0,2,13,1,4,1,1,0,1,0
15726,12,7688,0,1,2,3,0,4,1,0,1,1,1
15727,16,0,0,1,5,9,0,4,1,0,1,1,1
15728,10,0,0,0,2,5,3,2,1,1,1,1,0
15729,13,0,0,0,2,11,5,4,0,0,1,1,0
15730,14,0,0,2,1,9,1,4,0,1,1,1,0
15731,9,0,1887,2,3,11,0,4,1,0,1,1,1
15732,10,0,0,1,4,7,1,4,0,1,0,1,0
15733,13,0,0,0,2,9,1,4,1,1,1,1,0
15735,9,0,0,2,0,2,1,4,1,1,1,1,0
15736,14,0,0,1,0,13,0,2,1,0,1,0,0
15737,9,99999,0,0,3,11,0,2,1,0,1,1,1
15738,13,0,0,1,2,3,0,4,1,0,1,1,1
15739,14,0,0,2,2,9,0,4,1,0,1,1,0
15740,9,0,0,2,1,7,3,2,0,1,1,1,0
15741,12,7298,0,3,0,7,0,4,1,0,1,1,1
15742,9,0,0,0,2,7,1,4,1,1,0,1,0
15744,11,0,0,2,2,9,0,4,1,0,1,1,1
15745,16,14084,0,3,3,3,1,4,1,1,1,1,1
15746,13,0,0,1,2,11,0,4,1,0,1,1,1
15747,11,0,0,1,2,2,1,4,1,1,1,1,0
15748,9,0,0,3,2,0,0,4,1,0,1,1,0
15749,13,0,0,2,0,9,0,4,1,0,1,1,1
15750,9,0,0,1,2,13,0,4,1,0,1,1,0
15751,10,0,0,6,2,0,3,4,1,1,3,1,0
15752,11,0,0,1,2,2,0,4,1,0,1,1,0
15753,9,0,0,1,2,3,0,4,1,0,1,1,0
15754,9,0,0,2,2,13,0,4,1,0,1,1,1
15755,7,0,0,3,2,2,0,4,1,0,1,1,0
15756,9,2174,0,0,2,13,1,2,1,1,1,1,0
15757,14,0,0,3,1,9,1,4,1,1,1,1,1
15758,13,0,0,0,2,11,1,4,1,1,1,1,0
15759,11,2407,0,2,2,6,0,4,1,0,1,1,0
15760,14,0,0,3,5,3,0,4,1,0,2,1,1
15761,9,0,0,1,2,5,0,4,1,0,1,1,0
15762,9,0,0,1,1,0,5,1,0,0,1,0,1
15763,9,0,0,0,2,2,0,4,1,0,1,0,0
15764,5,0,0,1,2,0,1,4,1,1,1,1,0
15765,10,0,0,0,2,9,0,4,1,0,1,1,0
15766,7,0,0,2,2,5,0,4,1,0,1,1,0
15767,13,15024,0,1,2,11,0,4,1,0,1,1,1
15768,13,0,0,2,2,9,2,1,0,0,0,0,1
15769,14,0,0,2,1,9,1,4,0,1,1,1,0
15770,9,0,0,2,2,3,1,4,0,1,1,1,0
15771,5,0,0,0,2,7,3,4,1,1,0,1,0
15772,4,0,0,0,2,2,3,4,1,1,1,1,0
15774,10,15024,0,1,2,0,0,4,1,0,1,1,1
15775,13,15024,0,3,4,11,0,4,1,0,1,1,1
15776,13,0,0,2,3,9,4,4,0,1,1,1,0
15777,9,7688,0,2,2,2,0,4,1,0,2,1,1
15779,9,0,1092,3,5,3,1,4,1,1,1,1,0
15780,12,0,0,1,1,2,0,4,1,0,1,1,0
15781,6,0,0,1,2,2,3,4,1,1,0,1,0
15783,16,0,0,2,0,9,4,2,0,1,0,1,1
15784,10,0,0,0,2,0,1,4,0,1,1,1,0
15785,15,0,0,2,2,9,0,4,1,0,1,1,1
15786,9,0,0,1,4,4,0,4,1,0,2,1,0
15787,9,0,1887,2,2,13,0,4,1,0,1,1,1
15788,4,1797,0,4,2,2,0,4,1,0,1,1,0
15789,13,0,0,1,2,2,1,2,1,0,1,0,0
15790,14,0,0,2,4,3,1,2,1,1,0,1,0
15791,11,0,0,1,2,12,0,4,1,0,1,1,0
15793,9,0,0,1,2,7,3,2,1,1,0,1,0
15794,10,0,0,0,2,0,0,2,1,0,1,1,0
15795,9,0,0,3,4,4,0,4,1,0,4,1,0
15796,9,1055,0,0,2,7,1,4,0,1,0,1,0
15797,5,0,0,0,2,7,3,4,0,1,1,0,0
15798,9,0,0,2,2,2,1,4,1,1,1,1,0
15799,10,0,0,6,2,0,1,4,0,1,0,1,0
15800,9,0,0,1,2,6,1,4,0,1,1,1,0
15801,11,0,0,1,2,2,0,4,1,0,1,1,0
15802,10,0,0,2,1,3,1,4,1,1,1,1,0
15803,12,0,0,0,2,11,3,4,0,1,0,1,0
15804,9,0,1564,2,2,3,1,4,1,1,1,0,1
15805,9,594,0,2,1,0,1,4,0,1,3,1,0
15806,12,0,0,2,3,9,0,4,1,0,1,1,1
15807,9,0,0,0,2,2,3,4,1,1,1,1,0
15808,9,0,0,1,2,0,3,4,1,1,1,1,0
15809,9,0,0,3,4,11,0,4,1,0,2,1,1
15810,9,0,0,1,2,2,0,4,1,0,1,1,0
15811,9,0,0,0,2,7,3,4,1,1,1,1,0
15812,13,0,0,1,2,9,5,4,0,0,0,1,1
15813,15,15024,0,1,0,9,0,4,1,0,1,1,1
15814,9,0,0,2,5,13,1,4,1,1,1,1,0
15815,9,0,0,0,2,6,0,2,1,0,1,1,0
15816,12,0,0,1,2,2,0,4,1,0,1,1,0
15817,10,0,0,3,2,2,0,4,1,0,1,1,1
15818,10,0,0,3,2,2,1,4,1,1,1,1,0
15819,9,0,0,0,2,4,3,4,1,1,1,1,0
15820,13,2885,0,0,2,0,3,0,0,0,0,1,0
15821,9,0,0,0,2,0,0,4,1,0,1,1,0
15822,12,0,0,0,2,0,3,4,0,1,3,1,0
15823,10,0,0,0,2,2,1,4,1,1,1,1,0
15824,13,0,0,2,2,11,2,4,0,1,0,1,0
15825,8,0,0,1,2,6,0,4,1,0,1,1,0
15826,10,0,0,4,2,7,4,4,0,1,0,1,0
15827,9,0,0,1,4,4,4,4,1,1,1,1,0
15828,4,0,0,4,2,6,1,4,1,0,1,0,0
15829,9,0,0,2,2,2,5,4,0,0,1,1,1
15830,9,0,0,3,2,2,0,4,1,0,1,1,1
15831,14,0,0,2,2,9,1,4,1,1,1,1,1
15832,16,0,1902,4,5,9,0,4,1,0,1,1,1
15833,10,0,0,0,2,11,3,4,0,1,1,1,0
15834,14,0,0,0,2,6,1,4,1,0,1,0,0
15835,9,0,0,0,2,0,1,4,0,1,1,1,0
15836,13,0,0,3,2,9,4,4,0,1,1,0,0
15837,2,0,0,2,2,4,1,4,1,0,3,0,0
15838,9,0,0,0,2,3,4,4,0,1,1,1,0
15839,7,5178,0,0,2,13,0,4,1,0,1,0,1
15840,6,0,0,0,2,6,0,4,1,0,1,1,0
15841,9,0,0,0,2,0,1,4,0,1,1,1,0
15842,9,0,0,6,2,7,3,4,0,1,0,1,0
15843,4,0,0,0,2,13,0,4,1,0,0,1,0
15844,9,0,0,3,4,3,1,4,1,1,2,1,0
15845,9,0,0,2,2,0,1,4,0,1,0,1,0
15847,14,0,0,2,1,9,0,2,1,0,0,1,1
15848,7,0,0,1,1,7,4,4,0,1,0,1,0
15849,9,0,0,2,2,6,4,4,0,0,1,1,0
15850,7,0,0,6,2,11,3,4,1,1,0,1,0
15851,10,0,0,0,2,3,1,4,1,1,1,1,0
15852,10,0,0,1,2,11,0,4,1,0,1,1,1
15853,9,0,0,3,2,7,1,2,1,1,1,1,0
15854,10,0,0,0,2,9,3,4,1,1,4,1,0
15855,12,0,0,1,2,9,3,4,0,1,1,1,0
15856,13,0,2002,2,4,9,0,4,1,0,0,1,0
15857,10,0,0,4,4,11,0,4,1,0,1,1,1
15858,9,0,0,1,2,11,0,4,1,0,1,1,0
15859,13,0,0,0,2,0,3,4,0,1,1,1,0
15861,9,0,0,0,2,11,3,4,0,1,0,1,0
15862,9,0,0,0,2,5,2,4,1,1,0,0,0
15864,9,0,0,1,4,3,0,4,1,0,2,1,0
15865,10,0,0,0,2,0,3,4,0,1,1,1,0
15866,9,0,0,0,5,7,3,4,0,1,0,1,0
15867,13,0,0,2,5,9,2,4,1,0,1,1,0
15868,9,0,0,0,0,0,1,1,1,1,1,1,0
15869,11,0,0,3,4,2,0,4,1,0,1,1,1
15870,11,0,0,1,2,3,0,4,1,0,2,1,1
15872,13,0,0,2,5,9,1,4,1,1,1,1,0
15873,9,0,0,3,2,2,0,4,1,0,1,1,1
15874,10,0,0,1,2,3,1,2,1,1,1,1,0
15875,9,0,0,3,2,0,0,4,1,0,1,1,1
15876,13,0,0,2,5,0,2,4,0,1,1,1,0
15877,13,0,0,1,2,3,0,1,1,0,1,0,0
15878,15,15024,0,2,2,9,0,4,1,0,1,1,1
15879,9,0,0,2,2,13,0,4,1,0,1,1,0
15880,13,0,0,3,2,9,0,4,1,0,1,1,1
15881,9,0,0,1,2,0,3,4,0,1,1,1,0
15882,9,0,0,2,2,3,1,2,0,1,0,1,0
15883,9,0,0,0,2,7,3,4,1,1,1,1,0
15884,9,0,0,0,2,6,3,4,0,0,1,0,0
15885,9,0,0,2,2,12,5,4,0,0,1,1,0
15886,10,0,0,0,4,4,3,4,1,1,0,1,0
15887,12,14344,0,1,2,0,1,4,0,1,1,1,1
15888,7,0,0,2,2,5,2,2,0,1,1,1,0
15889,13,0,0,2,0,5,0,4,1,0,1,1,0
15890,10,0,0,4,2,11,0,4,1,0,1,1,0
15891,4,0,0,5,2,11,0,4,1,0,0,1,1
15892,13,0,0,7,2,3,5,4,0,0,1,0,1
15893,9,0,0,4,0,0,0,4,1,0,0,1,0
15894,9,0,0,0,2,2,0,4,1,0,1,1,0
15895,10,0,0,2,2,2,0,4,1,0,1,1,0
15896,9,0,0,6,2,11,1,4,1,1,1,1,0
15897,9,0,0,1,2,2,1,4,1,1,0,1,0
15898,8,0,0,6,2,5,3,2,0,1,1,1,0
15899,10,2202,0,0,2,7,3,2,1,1,4,1,0
15900,13,0,0,0,0,9,3,4,1,1,3,1,0
15901,9,0,0,6,2,0,3,4,0,1,0,1,0
15902,12,0,2080,2,0,0,4,1,1,1,1,0,0
15903,9,0,0,0,1,7,4,2,0,1,0,1,0
15904,6,99999,0,2,1,5,0,4,1,0,1,1,1
15905,9,0,0,4,4,4,0,4,1,0,0,1,0
15906,6,0,0,4,2,11,0,4,1,0,1,1,0
15907,13,0,1564,1,2,11,1,0,1,1,2,1,1
15908,9,0,0,0,1,7,3,4,0,1,1,1,0
15909,14,0,0,3,2,9,0,4,1,0,1,1,1
15910,10,0,0,1,2,9,0,4,1,0,1,1,0
15912,9,0,0,0,2,2,1,4,1,1,1,1,0
15913,9,0,1669,1,2,11,3,2,0,1,1,1,0
15914,12,0,1876,3,2,0,1,4,1,1,1,1,0
15915,12,0,0,0,4,0,5,4,0,0,0,1,1
15916,10,0,0,0,2,0,3,4,0,1,0,1,0
15917,10,0,0,0,2,12,0,4,1,0,1,1,0
15918,10,0,0,3,2,0,0,4,1,0,1,1,0
15919,10,0,0,0,2,3,1,4,0,1,0,1,0
15920,13,0,0,1,2,11,0,4,1,0,1,1,1
15921,10,0,0,1,2,9,0,4,1,0,0,1,1
15922,8,0,0,0,2,2,0,4,1,0,1,1,0
15923,10,0,0,2,2,12,0,4,1,0,1,1,1
15924,6,0,0,5,2,0,1,4,0,1,0,1,0
15925,9,0,0,0,2,6,0,4,1,0,1,1,0
15926,13,0,0,1,2,2,1,4,1,1,1,1,0
15927,9,0,0,3,2,7,1,4,0,1,1,1,0
15928,14,0,1980,3,2,0,1,4,0,1,1,1,0
15929,13,0,0,1,2,9,3,4,1,1,1,1,0
15930,10,0,0,4,2,0,1,4,0,1,3,1,0
15933,6,0,0,4,2,11,1,4,0,1,0,1,0
15934,9,0,0,1,4,7,1,4,0,1,0,1,0
15935,9,6497,0,1,2,6,4,4,1,1,2,1,0
15936,10,0,0,0,2,0,3,4,0,1,1,1,0
15937,9,0,0,1,5,7,3,2,1,1,1,1,0
15938,9,0,0,3,4,11,0,4,1,0,2,1,0
15939,6,0,0,0,2,2,0,4,1,0,1,0,0
15940,16,0,0,2,5,9,4,4,0,1,1,1,1
15941,11,3908,0,3,2,3,0,4,1,0,1,1,0
15942,6,0,3770,1,2,0,4,4,1,1,1,1,0
15943,9,0,0,0,2,5,0,4,1,0,1,1,0
15944,13,0,0,4,2,3,0,4,1,0,1,1,1
15945,9,0,1672,0,2,6,0,4,1,0,1,1,0
15946,9,0,0,1,0,0,3,4,0,1,0,1,0
15947,10,0,0,0,1,13,0,4,1,0,1,1,0
15948,16,0,0,3,5,3,1,4,0,1,1,1,1
15949,4,0,0,2,2,4,0,4,1,0,0,1,0
15950,10,0,0,4,4,3,1,4,1,1,1,1,0
15951,9,0,0,1,2,0,5,4,0,0,0,1,0
15952,13,0,0,0,2,11,3,2,0,1,0,1,0
15954,15,0,0,2,2,9,0,4,1,0,1,1,1
15955,9,0,0,3,2,13,0,4,1,0,1,1,1
15956,10,0,0,3,2,2,0,4,1,0,1,1,1
15957,10,0,0,0,2,9,1,4,0,1,1,1,0
15958,10,0,0,0,4,3,1,2,1,1,1,1,0
15959,9,0,0,4,4,9,1,4,0,1,0,1,0
15961,13,0,0,2,1,9,0,4,1,0,1,1,1
15962,9,0,0,0,2,2,1,4,1,1,1,0,0
15963,4,0,0,1,2,4,0,4,1,0,1,1,0
15964,13,0,0,3,2,9,4,4,0,1,1,1,0
15965,14,1506,0,1,2,9,3,4,0,1,1,1,0
15966,9,0,0,0,2,7,4,4,0,1,1,0,1
15967,9,0,0,0,2,10,0,1,1,0,1,0,0
15968,10,7298,0,1,2,11,0,4,1,0,1,1,1
15969,9,0,0,6,2,7,3,4,1,1,0,1,0
15970,9,0,0,1,2,2,0,4,1,0,1,1,0
15971,10,0,0,4,4,3,0,4,1,0,2,1,1
